,url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
49281,https://www.zomato.com/bangalore/hotel-sapthagiri-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NTE0MDE0IiwiMTg4MjQwMzEiLCIxODU4MDYzOSIsIjE4ODA3NTMyIiwxODM1NzU4MiwiMTg1OTY5OTgiLCIxODkyNTg3NyIsIjE4ODEyMTk4IiwiNTU4NDYiLCIxODUyMjYwOSIsIjE4Nzk0OTIzIiwiMTg4MTIyMDYiLCIxODQ3MTgzMCIsIjE4NDMyOTc5IiwiMTg2MDUyOTIiLCIxODY5OTU2NyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gU2FyamFwdXIgUm9hZCJ9fQ==,"84, Gopala Reddy Complex, Kadubeesanahalli, Marathahalli, Bangalore",Hotel Sapthagiri,Yes,No,3.6 /5,13,"+91 9901763264
+91 9206760429",Marathahalli,Casual Dining,,"Andhra, North Indian, Chinese",700,[],Delivery,Sarjapur Road
45678,https://www.zomato.com/bangalore/nandini-andhra-style-mess-airport-road?context=eyJzZSI6eyJlIjpbIjE4NzkzNTAwIiwiMTg2Mzg0ODYiLCIxODQ1NzYxNyIsIjE4NjE1MjgwIiw1NzU0OSwiNTk2ODYiLCIxODQ1NzYxOSIsIjE4NjE1ODI5IiwiMTg2MTYzMDEiLCIxODkwMDY3OSIsIjE4NTYzNjAzIiwiNTk5MTciLCI1OTQ5MyIsIjUwNjI1IiwiMTg4MTEzMzMiLCIxODcwMTE5MCIsIjE4NDU3NjIxIiwiNTQ4NTciLCI1MTcyMCIsIjU3NTUwIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBPbGQgQWlycG9ydCBSb2FkIn19,"Kodihalli Main Road, Opposite Indian Oil Petrol Bunk, Old Airport Road, Bangalore",Nandini Andhra Style Mess,No,No,3.4 /5,28,"+91 9886012977
+91 7829799616",Old Airport Road,Quick Bites,,"North Indian, Chinese, South Indian",350,[],Dine-out,Old Airport Road
7651,https://www.zomato.com/bangalore/biryani-pot-marathahalli?context=eyJzZSI6eyJlIjpbIjE4ODI1NzAyIiwiMTg2NzUxODkiLCIxODg5NzA0OSIsIjE4OTM3OTkxIiwxODM1MzA5NiwiMTgzODU0MjgiLCI2MDU5NyIsIjU4OTk2IiwiMTg4MDM3MjciLCIxODg5NTkxNCIsIjE4OTM1MDY2IiwiMTg0NDgzNzIiLCIxODkzOTAyNSIsIjE4OTQyNjM3IiwiMTg5NDcxNTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,"First Floor, 35/1B, Marathahalli, Bangalore",Biryani Pot,No,No,3.2/5,10,"+91 8884110007
+91 8069990606",Marathahalli,"Takeaway, Delivery",,Biryani,500,[],Delivery,Brookefield
22895,https://www.zomato.com/bangalore/thalassery-food-court-1-bannerghatta-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjkwOTk2IiwiMTg2OTMwMTkiLCIxODc1Mzc0OCIsIjE4Nzk3OTM0IiwxODg3ODc5MCwiMTg4ODI0MjciLCIxODU5ODQxNSIsIjE4NjIyNTIzIiwiMTg2Mjc2NTgiLCIxODY1Mzg2NyIsIjE4NzE0NDEwIiwiMTg3MjMxMTYiLCIxODczMzM2NiIsIjE4OTUwNzg2IiwiMTg5NTk1NDkiLCIxODkyOTMwOCIsIjU2Mzk3IiwiNjEwMjEiLCIxODM1NzYwOCIsIjE4NDE2MzMxIiwiMTg1NTQ1NzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEpQIE5hZ2FyIn19,"Near SR Dental College, Opposite Himagri Meadow, Hulimavu, Bangalore",Thalassery Food Court,Yes,No,3.1/5,4,"+91 7795616341
+91 9961446655",Bannerghatta Road,Casual Dining,,"Kerala, Arabian, Seafood, Beverages",650,"['Veg Podhi Biryani', 'Chicken Podhi Biryani', 'Mutton Podhi Biryani', 'Kada Thitar Podhi Biryani', 'Veg Biryani', 'Egg Biryani', 'Chicken Biryani', 'Mutton Biryani', 'Kada Thitar Biryani', 'Veg Thali', 'Kerala Meals', 'Egg Curry Meals', 'Chicken Curry Meals', 'Fish Curry Meals', 'Veg Sweet Corn Soup', 'Veg Hot and Sour Soup', 'Sweet Corn Chicken Soup', 'Hot and Sour Chicken Soup', 'Sweet Corn Mutton Soup', 'Hot and Sour Mutton Soup', 'Special Salad', 'Gobi Manchurian', 'Gobi Chilly', 'Mushroom Chilly', 'Mushroom Manchurian', 'Paneer Chilly', 'Paneer Manchurian', 'Baby Corn Chilly', 'Baby Corn Manchurian', 'Mushroom Pepper', 'Paneer Tikka', 'Mushroom Tikka', 'Egg Roast', 'Egg Chilly', 'Chicken Kabab', 'Pepper Chicken', 'Chicken Roast', 'Chicken Chukka', 'Chicken Nadan Fry', 'Spring Chicken', 'Chicken Dry Fry', 'Chicken Ularthiyathu', 'Chicken Leg Fry Masala', 'Chicken Leg Pepper Fry', 'Chilly Chicken', 'Chicken 65', 'Chicken Manchurian', 'Chicken Lollipop', 'Ginger Chicken', 'Garlic Chicken', 'Lemon Chicken', 'Tandoori Chicken', 'Chicken Tikka', 'Chicken Hariyali Tikka', 'Chicken Reshmi Kabab', 'Kalmi Kabab', 'Malai Kabab', 'Chicken Afghani', 'Chicken Seekh Kabab', 'Mutton Seekh Kabab', 'Mutton Roast', 'Grilled Chicken', 'Alfaham Dajaj', 'BBQ Chicken', 'Pepper BBQ Chicken', 'Shawarma Plate', 'Mandi Dajaj', 'Mandi Mutton', 'Mandi Rice', 'Veg Korma', 'Veg Kadai', 'Paneer Butter Masala', 'Paneer Kadai', 'Mushroom masala', 'Mushroom Kadai', 'Egg Curry', 'Egg Masala', 'Egg Bhurji', 'Butter Chicken', 'Chicken Masala', 'Chicken Kadai', 'Chicken Mughlai', 'Chicken Stew', 'Chicken Korma', 'Chicken Curry', 'Nadan Chicken Curry', 'Chicken Hyderabadi', 'Chicken Kolhapuri', 'Chicken Chettinad', 'Mutton Masala', 'Mutton Stew', 'Mutton Pepper', 'Mutton Raan', 'Mutton Boil', 'Mutton Chops', 'Kerala Paratha', 'Wheat Paratha', 'Tandoori Roti', 'Butter Roti', 'Tandoori Naan', 'Butter Naan', 'Garlic Naan', 'Butter Kulcha', 'Paneer Kulcha', 'Plain Kulcha', 'Methi Kulcha', 'Dry Chapathi', 'Khubus', 'Egg Paratha', 'Jeera Rice', 'Curd Rice', 'Steamed Rice', 'Ghee Rice', 'Special Bamboo Veg Biryani', 'Special Bamboo Paneer Biryani', 'Special Bamboo Chicken Biryani', 'Special Bamboo Mutton Biryani', 'Veg Fried Rice', 'Gobi Fried Rice', 'Paneer Fried Rice', 'Mushroom Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Prawn Fried Rice', 'Veg Noodles', 'Paneer Noodles', 'Mushroom Noodles', 'Egg Noodles', 'Chicken Noodles', 'Appam', 'Idiyappam', 'Puttu', 'Neer Dosa', 'Ney Pathiri', 'Boiled Egg', 'Omelette', 'Green Salad', 'Falooda', 'Fruit Salad', 'Fruit Salad with Ice Cream', 'Lime Juice', 'Mint Lime', 'Ginger Lime', 'Pineapple Lime', 'Grapes Lime', 'Watermelon Lime', 'Strawberry Lime', 'Blue Lime', 'Apple Juice', 'Grapes Juice', 'Pineapple Juice', 'Watermelon Juice', 'Pomegranate Juice', 'Orange Juice', 'Papaya Juice', 'Kiwi Juice', 'Mango Juice', 'Strawberry Juice', 'Shamam Juice', 'Carrot Juice', 'Beetroot Juice', 'Cucumber Juice', 'Apple Milkshake', 'Pomegranate Milkshake', 'Banana Milkshake', 'Chikku Milkshake', 'Butter Fruit Milkshake', 'Mango Milkshake', 'Strawberry Milkshake', 'Papaya Milkshake', 'Shamam Milkshake', 'Blackcurrant Milkshake', 'Vanilla Milkshake', 'Chocolate Milkshake', 'Butterscotch Milkshake', 'Vanilla Ice Cream Milkshake', 'Strawberry Ice Cream Milkshake', 'Mango Ice Cream Milkshake', 'Chocolate Ice Cream Milkshake', 'Pista Ice Cream Milkshake', 'Butterscotch Ice Cream Milkshake', 'Blackcurrant Ice Cream Milkshake', 'Cold Coffee', 'Cold Boost', 'Cold Badam', 'Dates Milkshake', 'Cherry Milkshake', 'Dry Fig Milkshake', 'Dry Fruit Mixed Milkshake', 'Badam Milkshake', 'Lime Soda', 'Mint Soda', 'Pineapple Soda', 'Blue Lime Soda', 'Sweet Lassi', 'Salted Lassi', 'Pineapple Lassi', 'Mint Lassi', 'Strawberry Lassi', 'Chocolate Lassi', 'Banana Lassi']",Delivery,JP Nagar
50291,https://www.zomato.com/bangalore/lassi-corner-whitefield?context=eyJzZSI6eyJlIjpbIjE4ODA3NTg3IiwiMTg1NDQ0MjciLCIxODkwMTAwNSIsIjE4Nzk2OTM3IiwxODYyNzYyMSwiMTg1ODI4NTUiLCIxODkwMDk5MCIsIjE4NTQ5NTA3IiwiNTMyNTYiLCIxODg2NTcwMCIsIjE4ODg0MDQzIiwiMTg5MDAxMzQiLCIxODQ3NjQ2NyIsIjE4NzY1MDk3IiwiMTg4MDI0NjAiLCIxODg4NTM0NyIsIjE4Nzk3NjYwIiwiMTg4NjMzMTQiLCIxODc3NzI4MyIsIjE4NTQwNzEwIiwiMTg1NTI0MDUiLCIxODUwODYwMSIsIjE4NjQ5MzAxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBXaGl0ZWZpZWxkIn19,"Prashanth Complex, Channsandra Main Road, Whitefield, Bangalore",Lassi Corner,Yes,No,3.3 /5,16,+91 8088880806,Whitefield,Beverage Shop,,"Beverages, Desserts",200,[],Delivery,Whitefield
36407,https://www.zomato.com/bangalore/the-chocolate-room-1-koramangala-7th-block?context=eyJzZSI6eyJlIjpbIjE4ODUxNzg4IiwiMTg0NDMwNzkiLCIxODU0MTM2OCIsIjUxNzQxIiwxODQyMzQwOSwiNTA5OTAiLCIxODc3NzkyMSIsIjE4NjIwNzc1IiwiMTg3MTgwOTAiLCIxNzk1NjcwMiIsIjE4Nzc0MzQxIiwiMTgzOTg0MTkiLCIxODY0Nzc3MyIsIjE4NDQ4MzYwIiwiNTk4NDEiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gS29yYW1hbmdhbGEgN3RoIEJsb2NrIn19,"360 ,1st Main, Koramangala 7th Block, Bangalore",The Chocolate Room,No,No,3.8 /5,64,080 41520999,Koramangala 7th Block,"Cafe, Bakery","Waffles, Burgers, Hot Chocolate, Chocolate Avalanche, Fries, Brownie","Cafe, Desserts, Bakery",600,[],Desserts,Koramangala 7th Block
37187,https://www.zomato.com/bangalore/avon-bar-kitchen-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjgwMDk5IiwiNTU3MDMiLCIxODg4MDE5NiIsIjU4MTcwIiw1NDgyMiwiMTg2ODgxNTAiLCIxODIyNDYzNyIsIjE4OTMxOTQwIiwiMTg2MTYxMjQiLCI2MTYyNSIsIjE4NzYzOTUwIiwiNjA0ODAiLCIxODkyOTA5NyIsIjE4NzA0NjA0IiwiMTg2MzI0MTIiLCI1NjY2OCIsIjE4NDc2NDM5IiwiNTI1MzAiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDd0aCBCbG9jayJ9fQ==,"5/2, Near Christ Collage, Chikka Lakshmaiah Layout, Hosur Road, Koramangala Area, BTM, Bangalore",Avon Bar & Kitchen,No,No,3.8 /5,106,+91 9590222288,BTM,Casual Dining,,"Andhra, Chinese, North Indian",700,[],Dine-out,Koramangala 7th Block
21103,https://www.zomato.com/bangalore/a2b-veg-adyar-ananda-bhavan-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjU0ODA4IiwiMTg1NTg0MjQiLCIxODEwODAwMiIsIjE4NTI4ODQ4Iiw1MDAxNCwiNjA0OTciLCI1MDc5NiIsIjUzNTk3IiwiNTEyMTQiLCI1MzgyOCIsIjU2MDQwIiwiNTQxNzEiLCIxODkzNDgwMSIsIjU5MzczIiwiMTg0NDcwODgiLCIxODU0OTgyMiIsIjUxMDk1IiwiMTgzODY3NzEiLCIxODE0ODk2OSIsIjE4MTQ4OTUzIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBKYXlhbmFnYXIifX0=,"South End Road, Jayanagar, Bangalore",A2B Veg - Adyar Ananda Bhavan,Yes,No,2.8 /5,210,"080 41266999
080 65347882",Jayanagar,Casual Dining,"Coffee, Pongal, Tea, Chaat, Vada, Idli, Masala Poori","South Indian, North Indian, Chinese, Street Food, Fast Food",400,"['Special Mysore Pak', 'Kaju Kathily', 'Kara Boonthi', 'AAB Special Mixture', 'Onion Pakoda', 'Special Mysore Pak', 'Laddu', 'Banaras Shone Papdi', 'White Soan Papdi', 'Doda Burfi', 'Gulkand Burfi', 'Chocolate Burfi', 'Coconut Burfi', 'Kesar Kalakand Burfi', 'Mango Burfi', 'Malai Peda', 'Kasthuri Peda', 'Dharvad Peda', 'Kesar Kashthuri Peda', 'Kesar Wheat Halwa', 'Carrot Halwa', 'Kalakand', 'Mini Badusha', 'Mini Jangiri', 'Shone Cake', 'Fruit Cake', 'Fruit Burfi', 'National Burfi', 'Milk Burfi', 'Chocolate Soan Papdi', 'Sweet Boonthi Laddu', 'Rava Laddu', 'Ma Laddu', 'Athirasam', 'Cham Cham', 'Champakali', 'Kranthi', 'Malai Chops', 'Gajara Bhar', 'Malai Sandwich', 'Royal Sandwich', 'Malai Cham Cham', 'Apple Rasagulla', 'Pakeeja', 'Malai Chandragulla', 'Strawberry', 'Paneer Jamoon', 'Rasabeery', 'Dry Jamoon', 'Angoor Jamoon', 'Kala Jamoon', 'Raj Bhog', 'Panner Jilebi', 'Black Strawberry', 'Lotus', 'Mothi Laddu', 'Baby Milk Cake', 'Special Laddu', 'Ajmeer Cake', 'Fruit Halwa', 'Chandra Kala', 'Surya Kala', 'Kesar Peda', 'Milk Halwa', 'Karachi Halwa', 'Malt Mysore Pak', 'Chocolate Sandwich Burfi', 'Kaju Shone Cake', 'Cashew Halwa', 'Dry Fruit Halwa', 'Soan Halwa', 'Aaditya Dry Fruit Sweets', 'Kaju Pista Casata', 'Anjal King', 'Diamond Cake', 'Dry Fruit Honey Due', 'Kaju Kashmir', 'Sangam Burfi', 'Anjeer Kaju Roll', 'Kaju Chocobar', 'Badam Cake', 'Badam Kali', 'Badam Halwa', 'Kajur Roll', 'Badam Pista Roll', 'Kaju Pista Roll', 'Palm Sugar Kaju Kathily', 'Badam Kathily', 'Special Dry Fruit Raja Laddu', 'Badam Mysore Pak', 'Kaju Mysore Pak', 'Kaju Kathily', 'Kesar Kaju Kathily', 'Kaju Cake', 'Ribbon Pakoda', 'Ellu Muruku', 'Butter Muruku', 'Andra Muruku', 'Mota Sev', 'Kara Sev', 'Mini Thattai', 'Rajapalayam Thattai', 'Sirai Pakoda', 'Rajapalayam Kara Sav', 'Ompodi', 'Mota Mixture', 'Rajapalaym Mixture', 'Kara Boonthi', 'Mini Pepper Thattai', 'Navathanyam', 'AAB Special Mixture', 'Potato Masala Chips', 'Rajapalayam Pakora', 'Dhall Mixture', 'Mysore Mixture', 'Cornflakes Mixture', 'Onion Pakoda', 'Plantain Chips', 'Banana Chips', 'Bitter Ghourd Chips', 'Masala Cashew Pakoda', 'Potato Chips Salt [100 grams]', 'Potato Chips Chilly [100 grams]', 'Fried Cashewnut Salt', 'Fried Cashewnut Pepper', 'Special Masala Cashewnut', 'Hand Muruku', 'Aval Poori Urandai', 'Masala Pori', 'Thattai [250 grams]', 'Mini Thenkuzhal [250 grams]', 'Seedai [250 grams]', 'Mullu Murukku [250 grams]', 'AAB Jamoon', 'AAB Rasagulla', 'Delhi Shone Papdi', 'Kadalai Burfi [250 grams]', 'Ellu Burfi [250 grams]', 'Ghee Dhall [100 grams]', 'Moong Dhall [100gms]', 'Masala Groundnut [100 grams]', 'Milk Peni [250 grams]', 'Flax Shon Papdi [250 grams]', 'Flax Shon Papdi Orange [250 grams]', 'Flax Shon Papdi Strawberry [250 grams]', 'Flax Shon Papdi Mango [250 grams]', 'Flax Shon Papdi Chocolate [250 grams]', 'Puli Kachal Thokku [400 grams]', 'Mango Pickle [400 grams]', 'Onion Thokku [400 grams]', 'Lemon Pickle [400 grams]', 'Ginger Thokku [400 grams]', 'Tomoto Thokku [400 grams]', 'Gongura Thokku [400 grams]', 'Karuvipplai Thokku [400 grams]', 'Amla Pickle [400 grams]', 'Rajapalayam Kara Kulambu [400 grams]', 'Raja Palayam Kadamba Kullambu [400 grams]', 'Madurai Kothamalli Thokku [400 grams]', 'Vatakozhambu Thokku [400 grams]', 'Garlic Pickle [400 grams]', 'Madras Rasam Paste [400 grams]', 'Andra Avakai Pickle [400 grams]', 'Brinjal Thokku [400 grams]', 'Citron Pickle [400 grams]', 'Bitter Gourd Thokku [400 grams]', 'Mango Ginger Thokku [400 grams]', 'Pepper Kulambhu Paste [400 grams]', 'Lemon Rice Mix [400 grams]', 'Pudhina Thokku [400 grams]', 'Mor Kulambhu Paste [400 grams]', 'Adai Dosa Mix', 'Badam Milk Mix', 'Bajji Bonda Mix [200 grams]', 'Jamoon Mix', 'Medhu Vada Mix [200 grams]', 'Ragi Dosa Mix', 'Rava Dosa Mix', 'Rava Idly Mix', 'Upma Mix', 'Oats Idly [200 grams]', 'Oats Upma [200 grams]', 'Kesari Bhath Mix [200 grams]', 'Payasam Mix [200 grams]', 'Rice Idly Mix [200 grams]', 'Pongal Mix [200 grams]', 'Puliyogar Mix [200 grams]', 'Paruppu Podi', 'Rasam Podi', 'Sambar Podi', 'Idly Podi', 'Karuvepilai Podi', 'Garam Masala [100 grams]', 'Chat Masala [100 grams]', 'Chenna Masala [100 grams]', 'Pav Bhaji Masala [100 grams]', 'Bisi Bele Bhath', 'Veg Palav Masala [100 grams]', 'Veg Curry Masala [100 grams]', 'Kulambu Chilly Masala [100 grams]', 'Veg Biriyani Masala [100 grams]', 'Vangi Bath Powder [100 grams]', 'Coffee Powder']",Dine-out,Jayanagar
3281,https://www.zomato.com/bangalore/cakes-slices-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDEyMTA4IiwiMTg2MDUzMzciLCI2MTUyNCIsIjE4NjM4MzAwIiw2MDU3OSwiMTg1OTI4NjIiLCIxODY0MTcyNyIsIjU5MjQ4IiwiMTg3OTA0NTUiLCIxODYzMjc3NSIsIjU5MjUwIl0sInQiOiJEZXNzZXJ0cyAmIEJha2VzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore",Cakes & Slices,No,No,3.5/5,13,"+91 9845174427
080 25908416",Banashankari,Bakery,,"Bakery, Desserts",300,[],Desserts,Basavanagudi
38561,https://www.zomato.com/bangalore/jodhpur-sweets-majestic?context=eyJzZSI6eyJlIjpbIjE4NTgyNjYwIiwiNTkyNDEiLCIxODYzMTA3MCIsIjE4NzgwMzc2IiwxODY0ODIyMiwiNTA5OTkiLCIxODIwMzAyMSIsIjE4ODA5MDI5IiwiNTk4MDEiLCI1MzM5NSIsIjYxMTMzIiwiMTg3NjYxOTQiLCIxODg5MjY0MCJdLCJ0IjoiRGVzc2VydHMgJiBCYWtlcyBpbiBMYXZlbGxlIFJvYWQifX0=,"207, Rangaswamy Temple Street, Balepet, Near Majestic, Bangalore",Jodhpur Sweets,No,No,3.7 /5,15,"+91 9343793439
+91 9341267766",Majestic,Sweet Shop,,"Mithai, Street Food",250,[],Desserts,Lavelle Road
40235,https://www.zomato.com/bangalore/crazy-pizza-malleshwaram-bangalore?context=eyJzZSI6eyJlIjpbIjYxMTQ2IiwiMTg2MzA1MTgiLCIxODg2NzM4NiIsIjE4OTM5NzkwIiwxODY2MjEyMiwiMTg2NTUyMzUiLCIxODM2OTgyMSIsIjE4NDE5ODE3IiwiNTY2NjYiLCI1ODk1NCIsIjE4NjMwNDk0IiwiMTg1NTQ4ODIiLCIxODU3NDQ1MyIsIjE4NjI5NjEyIiwiMTg2MzIyNzAiLCIxODQxNDM0MCIsIjE4ODEyMDI2IiwiNjA1NDUiLCI1NzY2OCIsIjE4NTcyMjM0IiwiMTg0MTg1MjYiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==,"FC-06, Sampige Road, Malleshwaram West, Malleshwaram, Bangalore",Crazy Pizza,Yes,No,3.4 /5,5,+91 9632371540,Malleshwaram,"Food Court, Quick Bites",,"Pizza, Fast Food",400,"['Margherita Veg Classic Pizza', 'Simply Veggie Veg Classic Pizza', 'Veg Supreme Pizza', 'Paneer Tandoori Indian Pizza', 'Pepperoni Non Veg Indian Pizza', 'Margherita Veg Classic Pizza', 'Simply Veggie Veg Classic Pizza', 'Garden Fresh Veg Classic Pizza', 'Veg Supreme Pizza', 'Rainbow Veggie Supreme Pizza', 'Veg Feast Supreme Pizza', 'Hot Chilli Indian Pizza', 'Jughal Bandhi Indian Pizza', 'Paneer Tandoori Indian Pizza', 'Veg Kolhapuri Indian Pizza', 'Chicken Delight Classic Pizza', 'Chicken Sausage Classic Pizza', 'Grilled Chicken Classic Pizza', 'Chicken Supreme Pizza', 'Super Combo Supreme Pizza', 'Punjabi Chicken Tikka Indian Pizza', 'Tandoori Chicken Indian Pizza', 'Pepperoni Non Veg Indian Pizza', 'Keema Delight Indian Pizza', 'Garden Fresh Pizza Cone', 'Chicken Tikka Pizza Cone', 'Garlic Bread', 'Cheese Garlic Bread', 'Super Cheese Garlic Bread', 'Potato Wedges', 'Cheese Sticks', 'Chicken Wings', 'Egglesss Lava Cake']",Dine-out,Malleshwaram
3457,https://www.zomato.com/bangalore/andhra-ruchulu-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjUxODExIiwiMTg4NzQyOTIiLCIxODM4MjkxMyIsIjE4NjAyOTQ2IiwxODY5NDk1NCwiMTg1NDA2MzkiLCI2MDIyOSIsIjU4NjQ0IiwiNTUzOTciLCI1ODY5NCIsIjUyMDQzIiwiNTA3MTAiLCIxODUyMTkxMiIsIjE4NDM2MjI1IiwiMTg2NTg3OTQiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJhc2F2YW5hZ3VkaSJ9fQ==,"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",Andhra Ruchulu,Yes,Yes,4.1 /5,682,080 45128806,Jayanagar,"Casual Dining, Bar","Chicken Sholay, Chicken Biryani, Andhra Meal, Mutton Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream","Andhra, Biryani, North Indian, Chinese","1,000",[],Dine-out,Basavanagudi
42971,https://www.zomato.com/bangalore/the-bao-belly-residency-road?context=eyJzZSI6eyJlIjpbIjE4NjQyNjMwIiwiMTg5MzAxODMiLCIxODQzMDc2NyIsIjE4NTcwMTEyIiwxODU5MTE3MCwiNTU5NzAiLCI2MDUwOSIsIjU4OTYxIiwiMTg2ODEwNTIiLCIxODcxNDc2NCIsIjE4NzcwMTM0IiwiMTg3ODA4ODgiLCIxODg1MzUzOCIsIjE4ODY4Njc2IiwiMTg2MTIxNjgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1HIFJvYWQifX0=,"#10 B, Ground floor , Devatha Plaza, Residency road, Residency Road, Bangalore",The Bao Belly,No,No,3.3 /5,9,080 48530924,Residency Road,Cafe,,Cafe,400,[],Delivery,MG Road
19238,https://www.zomato.com/bangalore/s-r-kabab-corner-old-madras-road?context=eyJzZSI6eyJlIjpbIjE4ODA4MzI4IiwiNTQ4NTciLCI1MTcyMCIsIjE4NjY1ODQ5Iiw1NzA3OCwiNTc1NTAiLCIxODc5MDIwNyIsIjE4NTk3MDAwIiwiMTg4MDM0NzMiLCI1Njc2MyIsIjE4NDcyNDA4IiwiMTg1ODA2MzciLCIxODYxNjMwMSIsIjE4NjQ5NDA5IiwiMTg2NzU2MDUiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19,"86/1, Opposite Indiranagar Bus Depot, Old Madras Road, Bangalore",S R Kabab Corner,No,No,3.4/5,6,+91 9035793854,Old Madras Road,Quick Bites,,"North Indian, Chinese",250,[],Dine-out,Indiranagar
20828,https://www.zomato.com/bangalore/yums-the-word-koramangala-4th-block-bangalore?context=eyJzZSI6eyJlIjpbIjU5OTIwIiwiMTg3Mjk0NzciLCIxODcxNjYzNiIsIjE4NzE3Mzk4IiwxODczMzYwMCwiMTg2ODg1NjciLCIxODczMzAwNSIsIjE4NzcyNTM2IiwiMTg3NzAxODgiLCIxODc2MjcwMiIsIjE4NzYzOTQyIiwiMTg3NjYzMzciLCIxODgwOTEyNCIsIjE4ODAxMzg4IiwiMTg3Nzg2ODQiLCIxODc3NTI4OSIsIjE4Nzc1OTY1IiwiMTg4NDgxODEiLCIxODg4ODI0MiIsIjE4ODk1MzI2IiwiMTg4Nzk3OTgiLCIxODYxNjEyNCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSmF5YW5hZ2FyIn19,"117, Mestripalyam Post, KHB Colony, Koramangala 4th Block, Bangalore",Yum's The Word!,No,No,,0,+91 8884045629,Koramangala 4th Block,Delivery,,Chinese,200,[],Delivery,Jayanagar
23933,https://www.zomato.com/bangalore/pizza-hut-nagawara-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjYwNzcxIiwiNTY1MjUiLCI1MzEwNyIsIjE4NzIzNDcxIiwxODc2NTM5MSwiMTg1NzQyNTEiLCIxNzk0NjA4NyIsIjYxNDkxIiwiMTg2ODQ3NzgiLCI1NTIxMCIsIjUzMDIzIiwiMTgyNDY1MTUiLCIxODcxMTgzNCIsIjE4NTg5Njk3IiwiMTg4MjE5OTgiLCIxODI2MzQwOCIsIjE4Mjc4MjUwIiwiMTg1MzM5NzEiLCIxODY3OTY0NiIsIjE4NDQxNzE4IiwiMTgzNzEyNjIiLCI1NjE5NCIsIjE4NDI0MDc4IiwiMTgzNzU0OTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEthbHlhbiBOYWdhciJ9fQ==,"5, Ground Floor, Nagavara Village, Thanisandra Main Raod, Nagawara, Bangalore",Pizza Hut,Yes,No,3.2/5,22,"+91 8496990777
+91 8050591011",Nagawara,Quick Bites,,Pizza,750,[],Delivery,Kalyan Nagar
50423,https://www.zomato.com/bangalore/asia-seven-whitefield-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjIwNzgwIiwiMTg4ODc1MTgiLCIxODMzOTg3MyIsIjE4NjEyOTE5IiwxODg5OTkwMywiMTg5MzMyMDUiLCIxODg2MjMzMSIsIjE4ODgwNDY0IiwiMTg1OTQ1NjEiLCIxODkwNDU3NiIsIjE4MjMxNDE0IiwiMTg5MzM5NzgiLCIxODkzMjAzNiIsIjU5NjkxIiwiMTg3Mjc0MjgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFdoaXRlZmllbGQifX0=,"Phoenix Marketcity, Bengaluru East, Unit SFC-08, 2nd Floor, Foodcourt, Mahadevpura, Near Krishnajapuram Flyover, Whitefield, Bangalore",ASIA SEVEN,Yes,No,3.3 /5,4,"+91 8130610064
+91 8700413744",Whitefield,Food Court,,Chinese,300,[],Delivery,Whitefield
